title,category,sub-category,price,sale_price,in_stock,country,volume,alcohol,brand,url,scrapped_time,desc_1,desc_2,desc_3
Signature Rare Aged 750ML,Whisky,Domestic Whisky,"Rs. 2,320",N/A,1,Nepal,750ML,42.8%,Signature,https://cheers.com.np/liquor/product/signature-rare-aged-750ml,2023-09-24,Three select grains - Pure water - And decades of authentic whisky-making experience. That's what makes Signature Rare.,"Quality natural ingredients carefully sourced and crafted into life at the hands of our Master Blender, Louise Martin.","Purposefully selecting fine ingredients, to bring out this whisky's remarkably rich character."
Signature Rare Aged 1L,Whisky,Domestic Whisky,"Rs. 3,075",N/A,1,Nepal,1000ML,42.8%,Signature,https://cheers.com.np/liquor/product/signature-rare-aged-1l,2023-09-24,Three select grains - Pure water - And decades of authentic whisky making experience. That's what makes Signature Rare.,"Quality natural ingredients carefully sourced and crafted into life at the hands of our Master Blender, Louise Martin.","Purposefully selecting fine ingredients, to bring out this whisky's remarkably rich character."
Signature Premier Grain 750ML,Whisky,Domestic Whisky,"Rs. 2,720",N/A,1,Nepal,750ML,42.8%,Signature,https://cheers.com.np/liquor/product/signature-premier-grain-750ml,2023-09-24,"Select grains, decades of authentic Scotch whisky-making experience, Aged Indian Malts and Fine Grain Spirits. That's what makes Signature Premier.","Ingredients are carefully sourced and crafted into life at the hands of our master blender, Louise Martin.","Purposefully selecting the 10 imported Scotch Whiskies, to bring out a remarkably creamy character."
Sheep Dip Blended Malt 700ML,Whisky,Premium Whisky,"Rs. 6,500",N/A,1,Scotland,700ML,40%,Sheep Deep,https://cheers.com.np/liquor/product/sheep-dip-blended-malt-700ml,2023-09-24,"Inspired by a long history of entrepreneurial Scottish farmers taking distillation into their own hands, this rich and fruity blended malt whisky pays homage to an era where these illicit spirits traded hands across Scotland, via farmers merchants from the Islands to Speyside.","Where quality and community came before the exciseman, and where a barrel of ""Sheep Dip"" held liquid-gold for those select few who knew where to look.","Rich, golden copper highlights."
Seagram's Royal Stag 750ML,Whisky,Domestic Whisky,"Rs. 1,950",N/A,1,Nepal,750ML,42.8%,Seagram's,https://cheers.com.np/liquor/product/seagrams-royal-stag-750ml,2023-09-24,Royal Stag is named after one of the species of deer famous for its antlers soaring over all other species of deer. This whiskey is a blend of the best scotch malts from Scotland and Nepali grain spirits.,"Royal Stag Deluxe whiskey is a full-bodied whiskey, famous for its exceptional smoothness, taste and malty-flavour.",This is one of the very few blended Nepali whiskeys in this category that can be taken on the rocks.
Seagram's Imperial Blue 750ML,Whisky,Domestic Whisky,"Rs. 1,160",N/A,1,Nepal,750ML,34.2%,Seagram's,https://cheers.com.np/liquor/product/seagrams-imperial-blue-750ml,2023-09-24,A perfect blend of select Asian grain spirits and imported malts.,,
Scottish Leader 12yrs 700ML,Whisky,Premium Whisky,"Rs. 6,105",N/A,1,Scotland,700ML,40%,Scottish Leader,https://cheers.com.np/liquor/product/scottish-leader-12yrs-700ml,2023-09-24,"Scottish Leader 12 Year Old is a superior quality blended Scotch, crafted from Scotland's finest malt and grain whiskies, aged for 12 years.","NOSE: Rich and aromatic, well-balanced aromas of sherry, orange, nutmeg, candied fruits and toffee apple.","PALATE: Rich, nutty, full and creamy with silky black fruit flavours, white pepper and sweet smoke."
Scapa The Orcadian Glansa 750ML,Whisky,Single Malt Whisky,"Rs. 11,385",N/A,0,Scotland,750ML,40%,Scapa,https://cheers.com.np/liquor/product/scapa-the-orcadian-glansa-750ml,2023-09-24,Scapa Glansa – Old Norse for shinning storm laden skies - is a celebration of contrasts inspired by the sanctuary of our distillery on Scapa Flow and the storm laden skies and seas that often surround it.,"Taking our signature smooth honey single malt, which is aged in American oak, this expression is then rested in peated casks creating richness and depth, giving way to a subtle smoky finish.",Scapa is an artisanal single malt forged by the elements of Orkney; a remote island of natural contrasts. Crafted by a small team of six dedicated artisans at the manually operated Scapa distillery since its creation in 1885.
Sarangi Premium Blended Malt 750ML,Whisky,Domestic Whisky,"Rs. 1,060",N/A,1,Nepal,750ML,34.23%,Sarangi,https://cheers.com.np/liquor/product/sarangi-premium-blended-malt-750ml,2023-09-24,"Inspired by the beautiful melody of the mountains, Sarangi captures the notes, taste and spirit of the Himalayas in a bottle.",Sarangi is produced in a contemporary setting using the latest technology yet holds onto its traditional roots. It is expertly crafted using only the finest grains and the finest imported malts combined with fresh water collected from the foothills of the Himalayas.,"Sarangi speaks the language of the spirits, slowly unfolding its rich character in every sip, connecting people, stirring conversations and leaving behind a delightful note."
Royal Treasure 750ML,Whisky,Domestic Whisky,"Rs. 1,800",N/A,0,Nepal,750ML,42.8%,Royal Treasure,https://cheers.com.np/liquor/product/royal-treasure-750ml,2023-09-24,Treasure the good times!,"Royal Treasure Premium Whisky is a smooth, complex blend of golden Scottish malts and handpicked grain spirits from Nepal.","From the delicious smoky bouquet to the rich creamy body, this blended malt gives a taste of royalty from start to finish."
Royal Salute 38yrs Stone of Destiny 700ML,Whisky,Premium Whisky,"Rs. 140,200",N/A,0,Scotland,700ML,40%,Royal Salute,https://cheers.com.np/liquor/product/royal-salute-38yrs-stone-of-destiny-700ml,2023-09-24,Royal Salute 38 Year Old Stone of Destiny is named for the ancient symbol of the Scottish nobility that has been placed under the royal throne for every coronation since time immemorial.,"It is the pinnacle of the Royal Salute range, with embracing cedar-wood and crushed almond characters, with a fine sherried oakiness. Dried fruit lingers with an assertive spiciness, making it the ultimate experience for the whisky connoisseur.","Presented in this exquisite, handcrafted porcelain flagon and, it features a gold-plated crest and stopper; a powerful symbol of the greatness of both who inspired its creation and all those who share its remarkable characteristics of power and influence."
Royal Salute 21yrs The Signature Blend 700ML,Whisky,Premium Whisky,"Rs. 27,700",N/A,0,Scotland,700ML,40%,Royal Salute,https://cheers.com.np/liquor/product/royal-salute-21yrs-the-signature-blend-700ml,2023-09-24,The Chivas Brothers have a long and esteemed history in the art of blending rare Scotch whisky. This expertise is on display here with the Royal Salute 21 Year Old.,"A celebration to live long in the memory, Royal Salute was created to mark the coronation of Her Majesty Queen Elizabeth II.","Boasted as one of the finest blended Scotch Whiskeys in the world, Chivas Regal Royal Salute presents to you a fruity, smoky and floral fragrance with nutty, buttery and sweet flavors."
Royal Salute 21yrs The Signature Blend 1L,Whisky,Premium Whisky,"Rs. 33,500",N/A,0,Scotland,1000ML,40%,Royal Salute,https://cheers.com.np/liquor/product/royal-salute-21yrs-the-signature-blend-1l,2023-09-24,The Chivas Brothers have a long and esteemed history in the art of blending rare Scotch whisky. This expertise is on display here with the Royal Salute 21 Year Old.,"A celebration to live long in the memory, Royal Salute was created to mark the coronation of Her Majesty Queen Elizabeth II.","Boasted as one of the finest blended Scotch Whiskeys in the world, Chivas Regal Royal Salute presents to you a fruity, smoky and floral fragrance with nutty, buttery and sweet flavors."
Royal Blue 750ML,Whisky,Domestic Whisky,"Rs. 1,160",N/A,0,Nepal,750ML,34.23%,Royal Blue,https://cheers.com.np/liquor/product/royal-blue-750ml,2023-09-24,A unique blend crafted whisky to evoke tradition and bring out a true sense of royalty.,Its slightly woody & fruity aroma is paired with oak notes and a light body.,The finish is delivered refreshingly with slightly oaky notes topped with a fruity finish.
Passport Scotch 750ML,Whisky,Regular Whisky,"Rs. 4,635",N/A,0,Scotland,750ML,40%,Passport,https://cheers.com.np/liquor/product/passport-scotch-750ml,2023-09-24,"Passport is a blended Scotch whisky with an original taste and a fruity, creamy finish. Its green, rectangular bottle gives Passport an unmistakable look among all other Scotch whiskies.","Passport can be enjoyed neat, over ice or as a long drink.",
Passport Scotch 1L,Whisky,Regular Whisky,"Rs. 6,100",N/A,0,Scotland,1000ML,40%,Passport,https://cheers.com.np/liquor/product/passport-scotch-1l,2023-09-24,"Passport is a blended Scotch whisky with an original taste and a fruity, creamy finish. Its green, rectangular bottle gives Passport an unmistakable look among all other Scotch whiskies.","Passport can be enjoyed neat, over ice or as a long drink.",
Old Forester 750ML,Whisky,Domestic Whisky,"Rs. 1,615",N/A,1,Nepal,750ML,42.8%,Old Forester,https://cheers.com.np/liquor/product/old-forester-750ml,2023-09-24,"Old Forester, a blended reserve whisky, is a blend of French grain spirit and 8 Years Old Scotch Malt with the spring water from the Himalayas finished in Oloroso sherry barrels in Nepal.",,
Old Durbar Reserve 750ML,Whisky,Domestic Whisky,"Rs. 2,720",N/A,1,Nepal,750ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-reserve-750ml,2023-09-24,A Blend of English grain spirit and 8 years old Scotch malt with spring water from the Himalayas finished in European oak Oloroso sherry barrels in Nepal.,"Maturation of the imported Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with sweet rich taste, rich in barley malt.","The imported 8 years Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in European oak Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
Old Durbar Reserve 180ML,Whisky,Domestic Whisky,Rs. 695,N/A,1,Nepal,180ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-reserve-180ml,2023-09-24,A Blend of English grain spirit and 8 years old Scotch malt with spring water from the Himalayas finished in European oak Oloroso sherry barrels in Nepal.\,"Maturation of the imported Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with sweet rich taste, rich in barley malt.","The imported 8 years Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in European oak Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
Old Durbar Platinum 750ML,Whisky,Domestic Whisky,"Rs. 2,385",N/A,1,Nepal,750ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-platinum-750ml,2023-09-24,• The exquisite and rich imported peated Scotch malt in Old Durbar has been patiently matured and mellowed in American Oak Barrels in Scotland for eight years.,• Crafted by one of the world's finest master blenders with generations of expertise and blended with English grain spirits and spring water from the Himalayas.,"• This whisky is further matured for few months in Oloroso sherry barrels infusing this unique blend with fruity and honeyed depths, and adding complex layers of aromatics to this exceptional whisky."
Old Durbar Black Chimney 1L,Whisky,Domestic Whisky,"Rs. 4,540",N/A,1,Nepal,1000ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-black-chimney-1l,2023-09-24,A Blend of English grain spirit and 8 years old peated Scotch malt with spring water from the Himalayas finished in Oloroso sherry barrels in Nepal.,Maturation of the imported peated Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with rich taste and a smoky finish.,"The imported peated Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
Old Durbar Black Chimney 180ML,Whisky,Domestic Whisky,Rs. 915,N/A,1,Nepal,180ML,42.8%,Old Durbar,https://cheers.com.np/liquor/product/old-durbar-black-chimney-180ml,2023-09-24,A Blend of English grain spirit and 8 years old peated Scotch malt with spring water from the Himalayas finished in Oloroso sherry barrels in Nepal.,Maturation of the imported peated Scotch malt constituent for eight years in traditional American oak barrels in Scotland mellows the maturing spirit and imparts warming layers of vanilla spiciness and ripe berry overtone with rich taste and a smoky finish.,"The imported peated Scotch malt is blended with English grain spirit and spring water from the Himalayas, and matured for few months in Oloroso sherry barrels, which imparts fruity and honeyed depths to this exceptional whisky."
